VolumeID,DSC (points) single output,DSC (bboxes) single output,DSC (mixed) single output,DSC (points) Ch:0,DSC (points) Ch:1,DSC (points) Ch:2,DSC (boxes) Ch:0,DSC (boxes) Ch:1,DSC (boxes) Ch:2,DSC (combined) Ch:0,DSC (combined) Ch:1,DSC (combined) Ch:2
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,0.02157164919282401,0.8937568456804416,0.8948497855205474,2.288329514214349e-09,0.14897579301866704,0.18079096199474395,0.9117318436740426,0.8888888890123456,0.891352550009587,0.9011943540703644,0.8881578948594759,0.8884026259426667
1.3.6.1.4.1.14519.5.2.1.6279.6001.313283554967554803238484128406,0.043609022700209166,0.9085072231349444,0.9042844120546297,0.0006471446366854643,0.010618363677292571,0.029186603103065402,0.9066418950518713,0.8965995836464029,0.894019856870464,0.9064354176388781,0.895842850640511,0.8901996370485027
1.3.6.1.4.1.14519.5.2.1.6279.6001.238019241099704094018548301753,6.379992343602143e-11,0.8508287294878056,0.8224543083257777,1.819174094629948e-10,1.3736263734376886e-10,4.664179102302156e-10,0.8562962965091907,0.8097165994470761,0.8015768727968766,0.8211068213370568,0.797515528201844,0.7809057530221472
1.3.6.1.4.1.14519.5.2.1.6279.6001.837810280808122125183730411210,2.2763487361082745e-10,0.8107255523490133,0.7854984897500022,1.4927601132269353e-10,1.7917935850579117e-10,3.242542151996582e-10,0.7712854761748156,0.7719869710553958,0.7662337666132568,0.7841945292033518,0.7473200616426952,0.7575757579430671
1.3.6.1.4.1.14519.5.2.1.6279.6001.254473943359963613733707320244,0.09191390396049219,0.7616707622563372,0.7623529417356402,1.2531328305098586e-09,0.19746835646210542,0.3851851867032465,0.6701030936337549,0.7394540949393199,0.7549019613850442,0.7414634152647234,0.7601809960176901,0.7802690587886344
1.3.6.1.4.1.14519.5.2.1.6279.6001.160586340600816116143631200450,0.08058017801726013,0.6560846565395706,0.6948775059077088,0.04245283244704521,0.011494254767252386,0.01192843138781624,0.7043269234322994,0.6706161141343411,0.6410891093550878,0.6847599168217537,0.6688034191572613,0.6476624861486174
1.3.6.1.4.1.14519.5.2.1.6279.6001.910435939545691201820711078950,0.056918767559836485,0.8672125311735115,0.8587906326706063,0.036912195444719444,0.05082694641314865,0.0853646203008633,0.8695037965972976,0.8595908375835651,0.8528130987889195,0.8670875277483215,0.853717026403954,0.8417818740669428
1.3.6.1.4.1.14519.5.2.1.6279.6001.292057261351416339496913597985,0.05112139558197783,0.9075081610613878,0.9007067137984617,0.0055121138953011075,0.004262769353409243,0.017244542466108136,0.9146250928146575,0.8918413173855088,0.8954403955511004,0.9033303330507056,0.8849330152532697,0.8861890298577472
1.3.6.1.4.1.14519.5.2.1.6279.6001.219349715895470349269596532320,0.11535463825771267,0.8647707487726229,0.8549019608656011,1.1547344097520388e-09,1.1185682314109974e-09,1.126126124857966e-09,0.852575488541992,0.8366164543240925,0.81938834401651,0.8479729730585738,0.8304420817960593,0.8168234644068493
1.3.6.1.4.1.14519.5.2.1.6279.6001.138813197521718693188313387015,0.08512820559737014,0.8799298860999328,0.8866647041840846,6.038647339348643e-10,5.952380948837868e-10,5.931198098498696e-10,0.8885656095756282,0.8850541094223299,0.8792803250495413,0.8895935428395522,0.8885007278344976,0.8819304797811174
1.3.6.1.4.1.14519.5.2.1.6279.6001.323302986710576400812869264321,0.038095238422416584,0.871559633322111,0.8539325845979043,0.0362473357822523,1.071811360051649e-09,1.2903225789802289e-09,0.8741092639569851,0.8390022679387704,0.8310502286962324,0.8179871524240104,0.8042105267279779,0.780287474783804
1.3.6.1.4.1.14519.5.2.1.6279.6001.115386642382564804180764325545,0.009285811961042494,0.8247683235292378,0.8309258495211272,2.391200382020277e-10,2.374169040272039e-10,2.3781212836199473e-10,0.8430578066122288,0.8309951488355848,0.8335941575595208,0.8526670119300017,0.8369412066303393,0.8364420758994491
1.3.6.1.4.1.14519.5.2.1.6279.6001.286217539434358186648717203667,0.09181929204106977,0.7267144322142125,0.7174541950651357,0.018729097318150804,0.06583886830325185,0.08614812547686765,0.7168610819545481,0.6904055393764534,0.6719056977682655,0.7048543692185879,0.6750223816696307,0.6618705039011955
